txhash,chain,from,to,value,method,chain_tx_time
0xed56325f65ab9187709dfef33b03959620e2ec4027e17e33c1a920e76eacde30,arb,0x739387df71f8a4b9f4cd29121b47a542fc01e976,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x75df7e70e2c8031bed9e4aae305ce044ead97a34d6346e2f23749f944430ba85,arb,0xa2f7f0c053eabb6508e725e1d990bb6bf951b57a,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x2440f9f7430cce414505ef49776cebf3c7285b57436c6d1078da96d58be7dbba,arb,0xe703754750f9c3527363f6449907315fbbf2deca,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xca7c62879f101be8b90c247a91cc43e26e7366a0985f358563d42961144afe1d,arb,0x8368fdbf80fde3772790e57317afab59960060b3,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xae697c6f025286b276f34928f48cc7cc55396fa86be58ee6f125705e21fe68f1,arb,0xd22e81c3bbfe73983b9fe275350018d8334f9c4c,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xcf1b572261875b1ac84f8736a36676b9b5d95524cc4174af74a40fcfc4195e9a,arb,0xc5fcad989ceaadad5a7e31bd1a80aa12de601f52,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x17f79bad0b6004b293fbd622c2837250dc02b3e08ec7519b5dfb416316f92059,arb,0x5583a43ca75a3b1a6ec9ebafe3caf53fd823ce21,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x74d1afd3d7c6aa3b966b1f5d6d06c3f72685d747c889f57c37650313a0178254,arb,0xd25abf64ff13d7d074d862660f1147a961c61bc1,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xb7fed0e4ccfd83aa5e4cdf7102aa898e64b8eaf79d6494918df205d3f6f1fb65,arb,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x101c8f4e83f93536193a2a41d07862c1a1a564188205ea98f7aa247f7a8bb20f,arb,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x6ddb17aac79281ad6050b9bf47f66735d5ebcac714b415609d45ded569dac8de,arb,0x4baea2789934a5faedbac7f78d31a4674b06426d,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0x3fb4a866bf60f72157cdc90e6420874bb62df4b6b2861a333a5a3be868d36df4,arb,0x45bec3a7f0b2c7fbccf72c4e223b761352ba25b8,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xdb65e1e433feb62a308ca77bd425dd75ce0b8a71254fc1136141779c6369b95a,arb,0x970b5051dc71f30fd66c797e33861778a58e31f9,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:23
0xd32766f679fb279f7cd1c8a5fd798fb3b8372ed36acd3755110e5162b16b878d,arb,0xf7083f6eba6f81200d78486a5eea8b6e4d05ebfa,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xc590be782afaa4ca5d14d0239c94e06b627f00954bd7be9fd6c26dcbdba2c8ff,arb,0x72663edd816332daee115045458d4e59c06abfa1,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xee73803f857517373b2843284aefe61be059c25780518f490bf7dec1b4ab89c4,arb,0x589e93551cc5495a6b7b2e79b3ee400fb30dbb82,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xfa12a6696171a6fb07ef8b57c0e7600a8eb4f1b039ff0bae26efbdde30ccb427,arb,0xb13dfe9751c51f5eb3a2aad2176319aca55ae944,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xfafec8cc808fcb8834d721c4a5c2a95d157e1cef835b4fb1b6823896b4cd4887,arb,0xd3d4f4adb9d2100ee20417ed9571bef2724f7d6e,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x30b7724e63d3869df991edd2abef56a90c9dbc02e6c3d911f5044e4b275f0cc6,arb,0x2a31e4ec1920790c085ad61ead6d8bf6867df108,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x93df577c9498623801ba26ccc593f7b8603bbd915df18a28ebcbf840f972b03b,arb,0xb3d35ed7422055a3c99121ad97aceba107bae738,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x1330e33c61c54baac956bdb86591d25aceae7791c1ce4746aad1811c5791ba7e,arb,0xa892d404885bb4370f24295dbbe9c11016215dca,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x63cc10cfe9597a9267ace29958403386ff22e0ce299e8f2998d71148939bfc31,arb,0x5d2ad2de004bccd6810289b89c6f5991e2b6cce5,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xe5a2076b3a51eea67314ab986b809c4e3d6d122b3a74c2441d29fc7832e6cd3e,arb,0xcab1efadcba7b5399a5e9a1f36957e6cddb29401,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x5cb0054a72ce0ab1355d30cb73fa87a6bb773bc95beeb3fd68c489482e367f34,arb,0x351e826c4d9f0d65bda605c0bec56ba33a388b8d,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x173257026f1e8e647124c3737aa98ad51a6a550884d8fcccbbb378ff70632256,arb,0x06d025ea6754da7af4ddcf51cc860b8f6293e88f,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xa43877bd63baaaa4edf867f1480419196a567ebe525955eb29930e29e3e5c12c,arb,0x089dca5f159e492b70660f8d95e9698a09d38a0b,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x24406314df0c572cfe3cb1708a44d1e8a2f2a7e3b6a36086debf433e7bf4d7f7,arb,0x916b7b7181d8115fa66c5cbf4d73b2ba7fca44c2,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xf70902cb88c41c651c30e2291c2d7ec0fd5da7b1c458c96be78b131e13eb2048,arb,0x64305f9f8d921d189e9d30589aeef4d28da848bf,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x59d01835a667110feccd6fe7d852996307ebc5b91e58bc9ae0fc0898911968d9,arb,0x3c0def24bf7acd8443f07933b5fd1029c79c6892,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x5a4a1393f39c4f4b009cdbc9a1de2d81c57231853be28b78cece30a6da742f65,arb,0xbd4394beb767df34d24b702385f36ea1c89458e7,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x86465c462363a5da3077297428dd6ea738617ec1385f5aa6e4fa4a4c38a41fe6,arb,0xdea63b305e516e563472846e2e25b32fcb670f84,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x97e524584f82c4e0e4a3057d73d77c4ffd5b05eb80539b570d4f12226b3d0377,arb,0x52d19146f9e834cd5ddecf2b96bdb29a338f1461,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xfb5f778dda711e271c7d23bd7e22ab8d5f3ceb89da0bdf633be66d387619c973,arb,0x1f66c2da9c0b75fad451fb15ca8fcedd9a81fc31,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x8062f3267db37ae0fe87bf4a6e1a0dbf89ecd0f73f5bbbc1a9bcad29a9fd42b7,arb,0x3c413bf403d3fbae8e36e17674a709e195aace33,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x38fec06495ab4134790319073358ddcb87e8f06f6522b3e5f649cac1a72fed91,arb,0x062f0b4babbf86e636809ccb5e1d02b8e45d8491,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x59c5b4ae0dac407d8140a8e11233c0937a0b47a5884a9317ac6777dcc82a0757,arb,0x8e4583929f162a77329240cd1a17ab4d9d18e043,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x5e973576a452cd96e32b100a128911fdcaebe205fbce5cbb688fc88d2e52ad75,arb,0x7e889c4123ab3693f78c19adc1208c088212c1a6,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xc574aec39876abb78f5d28363d3eca2e6838cf7f0b297036fee2e3e9f025cb7f,arb,0xc62a03e067cdce23b03cb7acd5566a7d78363b28,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x2286da5a761b4ccb2eb66f148c20460064d2ab70dbb40e86dcf7dd1f2203fdfe,arb,0xb764cfde2166f94d50daf5574cdd9fa2765cdff1,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xecad33974a23f4127cdc52cc05313ffa22a3f390781fea6a27869b213d272b6e,arb,0xc4c31690ef8036768c0ba546b7624cab85464e33,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x1df81c4ef5ed1dc772cb3ca46f798b11253165a6d06075d4c7092b80c699dab5,arb,0x763985afec190ec7cbb41943609771f368cadacc,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x25864421b65c8505780facd69fa365d8ba5085620f77dc7e69f1dfb1d7143377,arb,0x3216144140da978122d8876450c3257bea45f3c6,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x29b82e79817cf31667013df0966a2479e8c2a75ad2c745652defac1c5026d9f5,arb,0x922f9785cb22e37a75b09cbd6bf3b15559209047,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xbb8363e0b7f287bd3497388216853ff8f4501b72d94f9dea07b7f114f9366c92,arb,0x7ade7cff9c5ff367dd83f9d9293661689c355ccb,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x6218aa8528afac73316371422e8a0a60b5abfea39e0dbd7839c8428d0790ad66,arb,0x48444b7432799c05eb2a9b293101591ba476848a,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x912bc0a8a508688341b05738a1447dedf373e99ce282b39d52a2fbdbe4279283,arb,0x2fb71276c182cd72b58a9372b89cd190f672dffb,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x92a811f35ab73e5714aad2ef8e8bae879c8cbfa208e544b61f9982b08e06c28e,arb,0xc246c998ed1e8682e9c54a53b5b7a30d6525f241,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x57e5a19e29636035942f11ff5c30a70e976f3e0ca002428d29fb440c435be02b,arb,0xba17a0c570f06b36bfb8c0d8c22725edc47133be,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x282705012d19d422b9ea8c7d2b42c072a124f5bad662c2237fb71c69eb9b2d74,arb,0x92eebad529815f83348a1cbfd21bba700d8647e2,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0xa87dfb15ede9c85705aa80129901e9425cf9a6427650a149e58272b9a43970cd,arb,0xb6bd765ebc49cae30832fe0ead8e6863dc06f8c9,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x3b05a64c2b5301baa17851ac148faabd821b2e89e386c0af713496aa890997c0,arb,0x2ffb3b4323959288063e5288d99980a4c7d4f25f,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x47c403bb5f9f83731330543adf1173bff75e5cec1affe6007e4c2db43f2646b3,arb,0xcbc69eb16fb8d1608ede6da02e261e346cdb1f0c,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x5311baa886c8014bbcb9e0ddb6d2e556dc7ba943513a096cc0da8841e90679e0,arb,0xcd441d390fa203a3bc7f7e1776d00e3cd5f22977,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:27
0x39a0074e5002c605de278c7b71a413dd2fe9efdd927c135751f8d7ad9ba0a69c,arb,0x4f6c11fc726086766a05a89f25e912596932c8df,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0xed3941e368d32653d82a939e7127119f5f66fbb5e6a6436e81471b2ec618a190,arb,0x0f9c3fb971f9bec140688414a27db2cfe192782e,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0xfed2256d52c16b5a17687362a2030d7d99f7a83dd8ba73d828c2a99af7061d1a,arb,0x9e643676c0b55c20bd33e3235773a4f21d3fe847,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0xf359a64e0ccff6eff893522f4b42f144339b95cc4ce58dcacb37d3557bd43b4f,arb,0x0ebf19385a32a8f23b001e0b7e231e859ba4c3b7,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0xcfd7c2e64957082c581d4a97d9544cb3f609aaa1feb2698559fa1876f94506be,arb,0x2068dfe6af61ca4c9f2032b624dac247b059c3f5,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0x0baaa583a3c01cb55711e1af069344964b9092da07abd801db9806ee9d20d838,arb,0xa611f0e2049339deebedbc0a8d4a12ed2a143e9f,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00880074,Transfer,2021/10/21 5:28
0x98686777fb956697b1ec56d9130392e54b0564e19d41b8d79e10663a89ce2090,arb,0x45bec3a7f0b2c7fbccf72c4e223b761352ba25b8,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009936781,Transfer,2024/5/17 18:25
0x08bc92fc907b89aed366a8e3aa45d964b9f19c62e3859b22d472e580aa55159f,arb,0x970b5051dc71f30fd66c797e33861778a58e31f9,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009933334,Transfer,2024/5/17 18:25
0xb093d79c98da9263c538f28bea4b75d467f91a94aac19f8eed72b4abd8473943,arb,0x739387df71f8a4b9f4cd29121b47a542fc01e976,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009933334,Transfer,2024/5/17 18:25
0x34683a8d1d47b121f29652c809c0f7d20317533236110c5db57aa013aaa455ac,arb,0xe703754750f9c3527363f6449907315fbbf2deca,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009929589,Transfer,2024/5/17 18:25
0x4f91e516d1027dda670fbabe3b8a9f258abdddd9a5800069247f9bf6246d9312,arb,0xd22e81c3bbfe73983b9fe275350018d8334f9c4c,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00992721,Transfer,2024/5/17 18:25
0x5265e4bec4fc77f8386e4801f032fcd4f36d75c33265004fa31898188645a7d2,arb,0xc5fcad989ceaadad5a7e31bd1a80aa12de601f52,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00992721,Transfer,2024/5/17 18:25
0x15903b663a9151ef00fa7b6668b28b60587197dab9032e6c2a5fda9440d0f5cc,arb,0x5583a43ca75a3b1a6ec9ebafe3caf53fd823ce21,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.00992721,Transfer,2024/5/17 18:25
0xcdbc1b7ffc60352a124fe0a8c4fcc95f5435cbcb9ab8bd21909cc58bd1c52dc8,arb,0xd25abf64ff13d7d074d862660f1147a961c61bc1,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009934615,Transfer,2024/5/17 18:25
0x1835b346206ae3818ca1672d11400f5c96ff6ffca43964f03194cd5537c17e38,arb,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009951555,Transfer,2024/5/17 18:25
0x1ee55bada71fa4e86b3248eef66ba0927d2adef529d5f23e9e10d064324b2039,arb,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009951112,Transfer,2024/5/17 18:25
0x20758e215e6edf7b73fe81950d428ff6c3be265859e0a9cd4bf022fd3b738e69,arb,0x3216144140da978122d8876450c3257bea45f3c6,0xb38544ccf295d78b7ae7b2bae5dbebdb1f09910d,0.009948737,Transfer,2024/5/17 18:25
